brand,name,price,processor,ram,ssd,hdd,display,os,rating
dell,DELL Ryzen 3 Quad Core 5425U,43490,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.4
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
hp,HP Ryzen 5 Hexa Core 5500U,50499,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.2
asus,ASUS Vivobook 15 Core i5 11th Gen,49990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
apple,APPLE 2023 MacBook Pro M2 Pro,199900,apple_m2,0.42857142857142855,0.125,0.0,0.10256410256410253,mac,4.3
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
hp,HP G8 Core i3 11th Gen,34690,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.0
dell,DELL Ryzen 7 Octa Core AMD R7,99990,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,5.0
dell,DELL Ryzen 5 Quad Core 3450U,36990,amd_ryzen_5,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,3.8
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
asus,ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H,224990,amd_ryzen_7,1.0,0.5,0.0,0.18803418803418803,windows,4.3
asus,ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5,56990,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
apple,APPLE 2022 MacBook Pro M2,121990,apple_m2,0.14285714285714285,0.0625,0.0,0.07264957264957272,mac,4.7
asus,ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7,87990,amd_ryzen_7,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U,42900,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
dell,DELL Ryzen 7 Octa Core AMD R7,88490,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,5.0
asus,ASUS Vivobook 14 (2022) Core i3 12th Gen,46990,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.2
asus,ASUS Vivobook Pro 15 OLED Core i5 12th Gen,89990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
msi,MSI Core i7 12th Gen,140990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.0
apple,APPLE MacBook Air M1,106490,apple_m1,0.42857142857142855,0.0625,0.0,0.07264957264957272,mac,4.7
hp,HP Chromebook x360 Intel Celeron Dual Core,25990,intel_celeron,0.0,0.0625,0.0,0.10256410256410253,chrome,4.2
asus,ASUS Vivobook Pro 15 OLED Core i5 12th Gen,89990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
asus,ASUS Vivobook Pro 15 OLED Core i5 12th Gen,89990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
msi,MSI Core i7 12th Gen,140990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.0
apple,APPLE MacBook Air M1,106490,apple_m1,0.42857142857142855,0.0625,0.0,0.07264957264957272,mac,4.7
lenovo,Lenovo Intel Core i3 11th Gen,38500,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL G15 Core i5 12th Gen,79990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.1
dell,DELL Core i7 12th Gen,89990,intel_core_i7,0.42857142857142855,0.125,0.0,0.07264957264957272,windows,4.3
dell,DELL Core i5 11th Gen,72990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.1
lenovo,Lenovo Intel Core i5 11th Gen,52890,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
hp,HP Pavilion Ryzen 5 Hexa Core 5625U,63550,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.4
dell,DELL Core i5 12th Gen,76519,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.5
asus,ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3,34990,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.4
lenovo,Lenovo IdeaPad 3 Core i3 11th Gen,38699,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL Inspiron Ryzen 3 Dual Core 3250U,38029,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.2
apple,APPLE MacBook Air M1,104990,apple_m1,0.14285714285714285,0.125,0.0,0.07264957264957272,mac,4.7
hp,HP Chromebook x360 Intel Celeron Dual Core,25990,intel_celeron,0.0,0.125,0.0,0.10256410256410253,chrome,4.2
lenovo,Lenovo IdeaPad 3 Core i5 11th Gen,52990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS Pentium Quad Core,23990,intel_pentium,0.0,0.0,0.5,0.1709401709401709,windows,3.7
acer,acer Extensa Core i3 11th Gen,31990,intel_core_i3,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.4
dell,DELL Inspiron Core i5 11th Gen,49890,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.2
lenovo,Lenovo IdeaPad 3 Core i5 12th Gen,56049,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS Vivobook Flip 14 (2022) Touch Panel Core i5 12th Gen,74990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.2
dell,DELL Inspiron Core i5 11th Gen,60290,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
apple,APPLE MacBook Air M1,126990,apple_m1,0.42857142857142855,0.125,0.0,0.07264957264957272,mac,4.7
lenovo,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS TUF Gaming F15 Core i5 10th Gen,60990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
hp,HP OMEN Core i7 12th Gen,155490,intel_core_i7,0.42857142857142855,0.25,0.0,0.1923076923076924,windows,4.3
lenovo,Lenovo Intel Core i5 11th Gen,64990,intel_core_i5,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
lenovo,Lenovo Intel Core i3 11th Gen,38500,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL Ryzen 3 Quad Core 5425U,41490,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.4
asus,ASUS TUF Dash F15 Core i5 12th Gen,77990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS TUF Gaming F15 (2022) Core i7 12th Gen,94500,intel_core_i7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
lenovo,Lenovo Intel Core i5 11th Gen,52890,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9,154990,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.6
dell,DELL Allienware Core i7 12th Gen,168990,intel_core_i7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL Core i5 12th Gen,63890,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Core i3 11th Gen,38699,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
hp,HP Pavilion Intel Core i5 12th Gen,74990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.0
asus,ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,65990,amd_ryzen_5,0.14285714285714285,0.25,0.0,0.1709401709401709,windows,4.5
asus,ASUS Pentium Quad Core,23990,intel_pentium,0.0,0.0,0.5,0.1709401709401709,windows,3.7
lenovo,Lenovo IdeaPad 3 Core i5 11th Gen,52990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
apple,APPLE 2020 Macbook Pro M1,114990,apple_m1,0.14285714285714285,0.0625,0.0,0.07264957264957272,mac,4.7
acer,acer Nitro 5 Ryzen 5 Hexa Core 5600H,63990,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
msi,MSI Katana GF66 Core i5 12th Gen,80990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.6
lenovo,Lenovo IdeaPad 3 Core i5 12th Gen,56049,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
hp,HP Pavilion Core i7 12th Gen,97990,intel_core_i7,0.42857142857142855,0.25,0.0,0.10256410256410253,windows,4.3
hp,HP 15s Intel Core i3 11th Gen,39490,intel_core_i3,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.4
asus,ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen,281990,intel_core_i9,1.0,0.25,0.0,0.1709401709401709,windows,5.0
lenovo,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Core i3 10th Gen,31561,intel_core_i3,0.0,0.0625,0.0,0.10256410256410253,windows,3.9
asus,ASUS Vivobook 14 Core i5 10th Gen,48990,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,3.7
asus,ASUS Core i3 11th Gen,36990,intel_core_i3,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
dell,DELL Vostro Core i5 12th Gen,66190,intel_core_i5,0.14285714285714285,0.125,0.0,0.18803418803418803,windows,4.3
hp,HP Pavilion Gaming Ryzen 5 Quad Core 3550H,54990,amd_ryzen_5,0.14285714285714285,0.0,0.5,0.1709401709401709,windows,4.2
apple,APPLE 2021 Macbook Pro M1 Pro,243990,apple_m1,0.42857142857142855,0.25,0.0,0.19658119658119655,mac,4.8
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
dell,DELL Inspiron Ryzen 3 Dual Core 3250U,41890,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i7 11th Gen,104990,intel_core_i7,0.42857142857142855,0.125,0.0,0.07264957264957272,windows,4.3
asus,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,42990,intel_core_i3,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.4
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
msi,MSI Crosshair 15 Core i7 12th Gen,104990,intel_core_i7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.6
lenovo,Lenovo Legion 5 Core i7 10th Gen,86490,intel_core_i7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
msi,MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen,129990,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.8
dell,DELL Core i5 11th Gen,52890,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,3.8
hp,HP Victus Ryzen 7 Octa Core 5800H,71990,amd_ryzen_7,0.14285714285714285,0.125,0.0,0.1923076923076924,windows,4.3
asus,ASUS ROG Zephyrus G14 (2022) Ryzen 9 Octa Core AMD R9,191990,amd_ryzen_9,1.0,0.25,0.0,0.10256410256410253,windows,4.3
asus,ASUS ROG Strix G15 with 90Whr Battery Ryzen 7 Octa Core 5800H,146990,amd_ryzen_7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,5.0
hp,HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen,109990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
hp,HP OMEN Ryzen 5 Hexa Core AMD R5,77990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1923076923076924,windows,4.8
lenovo,Lenovo Ryzen 3 Dual Core 3250U,31490,amd_ryzen_3,0.0,0.0,0.5,0.1709401709401709,windows,3.6
lenovo,Lenovo Ryzen 5 Hexa Core 5500U,39990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
acer,acer Swift 3 Ryzen 5 Hexa Core 5500U,61500,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.5
acer,acer Aspire 5 Core i5 12th Gen,57990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
apple,APPLE 2022 MacBook AIR M2,131990,apple_m2,0.42857142857142855,0.0625,0.0,0.0854700854700855,mac,4.3
asus,ASUS Ryzen 9 Octa Core 9th Gen,90390,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen,228928,intel_core_i9,1.0,0.25,0.0,0.1709401709401709,windows,4.6
alienware,ALIENWARE Core i9 10th Gen,345390,intel_core_i9,1.0,0.25,0.0,0.1709401709401709,windows,4.6
dell,DELL Inspiron 7000 Core i5 10th Gen,62990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,3.8
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
asus,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,174990,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
dell,DELL Inspiron Core i5 12th Gen,61690,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
gigabyte,GIGABYTE G5 ME,79990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
acer,acer Nitro 5 Ryzen 5 Hexa Core 5600H,75990,amd_ryzen_5,0.42857142857142855,0.125,0.5,0.1709401709401709,windows,4.3
lenovo,Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H,129989,amd_ryzen_7,0.42857142857142855,0.25,0.0,0.18803418803418803,windows,4.7
apple,APPLE 2022 MacBook AIR M2,139990,apple_m2,0.14285714285714285,0.125,0.0,0.0854700854700855,mac,5.0
hp,HP Pavilion Intel Core i5 11th Gen,68990,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.4
asus,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,177990,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Core i5 12th Gen,62490,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.1
apple,APPLE 2020 Macbook Air M1,109990,apple_m1,0.14285714285714285,0.125,0.0,0.07264957264957272,mac,4.6
samsung,SAMSUNG Galaxy Book2 Core i5 12th Gen,61990,intel_core_i5,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.6
dell,DELL Inspiron Core i5 11th Gen,60990,intel_core_i5,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.1
asus,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,70990,amd_ryzen_7,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
hp,HP OMEN Ryzen 7 Octa Core AMD R7,110000,amd_ryzen_7,0.42857142857142855,0.25,0.0,0.1923076923076924,windows,3.8
asus,ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7,76990,amd_ryzen_7,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
infinix,Infinix INBook X2 Plus Core i3 11th Gen,33990,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
acer,acer Extensa Core i3 11th Gen,31990,intel_core_i3,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.4
hp,HP Core i9 12th Gen,299999,intel_core_i9,1.0,0.5,0.0,0.2435897435897436,windows,4.3
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
apple,APPLE MacBook Air M1,109990,apple_m1,0.14285714285714285,0.125,0.0,0.07264957264957272,mac,4.7
asus,ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS,129990,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.4
infinix,Infinix ZERO BOOK Series Laptop Intel Core i5 12th Gen,51532,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.0
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
msi,MSI Pulse GL66 Core i7 11th Gen,144100,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.4
hp,HP Pavilion Intel Core i5 12th Gen,63500,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
infinix,Infinix INBook X1 Neo Series Celeron Quad Core,20990,intel_celeron,0.0,0.03125,0.0,0.10256410256410253,windows,4.2
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
asus,ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i5 12th Gen,124990,intel_core_i5,0.42857142857142855,0.125,0.0,0.12393162393162394,windows,4.3
gigabyte,GIGABYTE G5 GE,72990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H,189990,amd_ryzen_7,1.0,0.25,0.0,0.18803418803418803,windows,4.3
acer,acer Nitro 5 Core i5 11th Gen,65999,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.6
asus,ASUS Eeebook 14 Pentium Quad Core,28500,intel_pentium,0.14285714285714285,0.0625,0.0,0.10683760683760679,windows,4.3
msi,MSI GP66 Leopard Core i7 11th Gen,129990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.6
lenovo,Lenovo Celeron Dual Core,19990,intel_celeron,0.0,0.0625,0.125,0.1709401709401709,dos,3.7
hp,HP Victus Intel Core i5 12th Gen,67990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS TUF Gaming A17 Ryzen 5 Hexa Core AMD R5,64590,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.2435897435897436,windows,4.5
acer,acer Nitro 5 Ryzen 7 Octa Core AMD R7,115300,amd_ryzen_7,0.42857142857142855,0.0625,0.5,0.1709401709401709,windows,4.4
acer,acer Aspire 7 Core i5 12th Gen,61990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
acer,acer Aspire 3 Pentium Silver,26490,intel_pentium,0.0,0.0625,0.0,0.10256410256410253,windows,4.2
msi,MSI Pulse GL66 Core i7 11th Gen,114990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.5
asus,ASUS TUF Gaming F17 (2022) Core i7 12th Gen,114990,intel_core_i7,0.42857142857142855,0.25,0.0,0.2435897435897436,windows,3.9
dell,DELL Ryzen 5 Hexa Core 5625U,59990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.18803418803418803,windows,4.7
lenovo,Lenovo Intel Core i3 11th Gen,38500,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL Vostro Ryzen 5 Hexa Core 5625U,63590,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.18803418803418803,windows,4.3
hp,HP Core i7 12th Gen,199999,intel_core_i7,1.0,0.25,0.0,0.2435897435897436,windows,4.3
dell,DELL Allienware Core i7 12th Gen,300490,intel_core_i7,1.0,0.25,0.0,0.2435897435897436,windows,4.3
lenovo,Lenovo Intel Core i5 11th Gen,52890,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,40990,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
apple,APPLE 2020 Macbook Air M1,109990,apple_m1,0.14285714285714285,0.125,0.0,0.07264957264957272,mac,4.6
hp,HP Victus Ryzen 5 Hexa Core 5600H,72990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Core i3 11th Gen,38699,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS TUF Gaming A17 Ryzen 5 Hexa Core AMD R5,64590,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.2435897435897436,windows,4.5
acer,acer Nitro 5 Ryzen 7 Octa Core AMD R7,115300,amd_ryzen_7,0.42857142857142855,0.0625,0.5,0.1709401709401709,windows,4.4
acer,acer Travelmate Core i3 11th Gen,46040,intel_core_i3,0.14285714285714285,0.0625,0.5,0.10256410256410253,windows,4.1
lenovo,Lenovo IdeaPad 3 Core i5 11th Gen,52990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS Ryzen 5 Dual Core 5th Gen,55990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.6
hp,HP Celeron Dual Core,24999,intel_celeron,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,3.7
asus,ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H,76990,amd_ryzen_7,0.14285714285714285,0.25,0.0,0.2435897435897436,windows,4.5
lenovo,Lenovo IdeaPad 3 Core i5 12th Gen,56049,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
dell,DELL Vostro Ryzen 7 Octa Core 5825U,71590,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.18803418803418803,windows,4.3
dell,DELL Inspiron Ryzen 5 Hexa Core 5625U,59999,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
dell,DELL Allienware Core i9 11th Gen,323990,intel_core_i9,1.0,0.25,0.0,0.2435897435897436,windows,4.3
lenovo,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
hp,HP Ryzen 3 Quad Core 5300U,40390,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
infinix,Infinix INBook X1 Neo Series Celeron Quad Core,20990,intel_celeron,0.0,0.03125,0.0,0.10256410256410253,windows,4.2
hp,HP Pavilion Ryzen 5 Hexa Core AMD R5,61990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo Intel Core i5 12th Gen,68400,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.0
dell,DELL Core i5 12th Gen,88990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
lenovo,Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H,159990,amd_ryzen_7,0.42857142857142855,0.25,0.0,0.18803418803418803,windows,4.3
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
dell,DELL Ryzen 3 Dual Core 3250U,39490,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.0
apple,APPLE 2022 MacBook AIR M2,150990,apple_m2,0.42857142857142855,0.125,0.0,0.0854700854700855,mac,4.3
apple,APPLE 2021 Macbook Pro M1 Pro,241990,apple_m1,0.42857142857142855,0.25,0.0,0.19658119658119655,mac,4.8
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
dell,DELL Core i3 12th Gen,56749,intel_core_i3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
asus,ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS,247990,amd_ryzen_7,0.42857142857142855,0.25,0.0,0.07692307692307698,windows,4.3
asus,ASUS ROG Flow Z13 (2022) Core i9 12th Gen,181990,intel_core_i9,0.42857142857142855,0.25,0.0,0.07692307692307698,windows,4.3
hp,HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen,114990,intel_core_i7,0.42857142857142855,0.25,0.0,0.07264957264957272,windows,3.8
dell,DELL Ryzen 9 Octa Core 6900HX,146990,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
gigabyte,GIGABYTE AERO 5 KE4 Core i7 12th Gen,149990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
infinix,Infinix ZERO BOOK Series Laptop Intel Core i5 12th Gen,51532,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.0
dell,DELL Inspiron Ryzen 5 Hexa Core 5625U,52490,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.1
msi,MSI Raider GE66 Core i7 12th Gen,244990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
apple,APPLE 2022 MacBook AIR M2,131990,apple_m2,0.42857142857142855,0.0625,0.0,0.0854700854700855,mac,4.3
asus,ASUS TUF Dash F15 Core i5 12th Gen,77990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS ROG Zephyrus M16 Core i7 11th Gen,139990,intel_core_i7,0.42857142857142855,0.25,0.0,0.18803418803418803,windows,4.3
msi,MSI Core i5 11th Gen,59990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.4
acer,acer Ryzen 5 Hexa Core 6600H,84990,amd_ryzen_5,0.14285714285714285,0.25,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen,70900,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.7
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
hp,HP 15s Core i3 11th Gen,35699,intel_core_i3,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.0
