brand,name,price,processor,ram,ssd,hdd,display,os,rating
apple,APPLE 2020 Macbook Air M1,86990,apple_m1,0.14285714285714285,0.0625,0.0,0.07264957264957272,mac,4.7
lenovo,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Core i5 12th Gen,56049,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,64990,intel_core_i5,0.42857142857142855,0.0625,0.5,0.1709401709401709,windows,4.3
hp,HP Pavilion Ryzen 5 Hexa Core AMD R5,64990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS Core i3 10th Gen,35990,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo Intel Core i3 11th Gen,38290,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,3.9
msi,MSI Core i9 13th Gen,399990,intel_core_i9,1.0,0.5,0.0,0.23076923076923073,windows,4.3
asus,ASUS Chromebook Celeron Dual Core,17990,intel_celeron,0.0,0.5,0.0,0.1709401709401709,chrome,3.7
asus,ASUS Chromebook Flip Touch Celeron Dual Core,15990,intel_celeron,0.0,0.5,0.0,0.0,chrome,4.0
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS Core i3 12th Gen,42990,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,3.6
msi,MSI Core i7 13th Gen,138990,intel_core_i7,0.42857142857142855,0.25,0.0,0.2435897435897436,windows,4.3
asus,ASUS Vivobook 16X Ryzen 5 Hexa Core R5,54990,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.18803418803418803,windows,4.9
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
infinix,Infinix X1 Slim Series Core i3 10th Gen,30990,intel_core_i3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
lenovo,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,50990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.0
asus,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,79990,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.8
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
acer,acer Aspire 3 Dual Core 3020e,22900,amd_other,0.0,0.0625,0.0,0.10256410256410253,windows,4.1
lenovo,Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U,33751,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
lenovo,Lenovo Legion 5 Ryzen 7 Octa Core 5800H,116250,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS Vivobook 15 OLED (2022) Core i3 12th Gen,50990,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS VivoBook 15 (2021) Core i5 10th Gen,45990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS Ryzen 7 Octa Core,90400,amd_ryzen_7,0.42857142857142855,0.25,0.0,0.2435897435897436,windows,4.3
hp,HP Pavilion x360 Core i7 12th Gen,91990,intel_core_i7,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.3
hp,HP Pavilion Intel Core i5 12th Gen,62499,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
asus,ASUS TUF Dash F15 (2022) Core i5 12th Gen,76999,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS Vivobook 15 Touch Core i5 11th Gen,51990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
hp,HP Athlon Dual Core 3050U,32990,amd_athlon,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.0
asus,ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,45990,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
hp,HP OMEN Core i7 11th Gen,88499,intel_core_i7,0.42857142857142855,0.25,0.0,0.1923076923076924,windows,5.0
asus,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,65990,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
msi,MSI Sword 15 Core i5 12th Gen,85990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.7
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
hp,HP Envy x360 Creator OLED Intel Evo Core i7 12th Gen,104990,intel_core_i7,0.42857142857142855,0.125,0.0,0.07264957264957272,windows,4.3
apple,APPLE 2022 MacBook AIR M2,139990,apple_m2,0.14285714285714285,0.125,0.0,0.0854700854700855,mac,4.3
apple,APPLE 2022 MacBook AIR M2,113490,apple_m2,0.14285714285714285,0.0625,0.0,0.0854700854700855,mac,4.8
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
apple,APPLE 2022 MacBook AIR M2,113990,apple_m2,0.14285714285714285,0.0625,0.0,0.0854700854700855,mac,4.7
asus,ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen,74990,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.5
asus,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H,89990,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
hp,HP 14s Intel Core i3 11th Gen,41990,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.2
asus,ASUS VivoBook Flip 14 Core i5 11th Gen,63990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.6
hp,HP Envy x360 Creator Intel Evo Core i5 12th Gen,86990,intel_core_i5,0.42857142857142855,0.125,0.0,0.07692307692307698,windows,4.7
hp,HP Pavilion Ryzen 5 Hexa Core 5625U,61990,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,5.0
asus,ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core AMD R7,88990,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.2435897435897436,windows,4.7
msi,MSI Core i7 13th Gen,249990,intel_core_i7,1.0,0.25,0.0,0.2435897435897436,windows,4.3
asus,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H,129990,amd_ryzen_7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.3
msi,MSI Core i9 12th Gen,294990,intel_core_i9,1.0,0.5,0.0,0.2435897435897436,windows,4.3
asus,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,61990,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
lenovo,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,76990,amd_ryzen_7,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
apple,APPLE MacBook Air M1,104990,apple_m1,0.42857142857142855,0.0625,0.0,0.07264957264957272,mac,4.7
lenovo,Lenovo IdeaPad Core i5 11th Gen,78990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
dell,DELL Core i5 11th Gen,63990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.1
dell,DELL Core i7 12th Gen,107990,intel_core_i7,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.3
asus,ASUS TUF Dash F15 (2022) Core i5 12th Gen,76999,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo Intel Core i5 11th Gen,62990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,68990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.6
acer,acer Aspire 7 Core i5 12th Gen,57990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS TUF Dash F15 Core i7 12th Gen,95990,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo V15 G2 Core i3 11th Gen,37500,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.4
lenovo,Lenovo IdeaPad 3 Core i5 11th Gen,52990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
msi,MSI Creator M16 Core i7 12th Gen,105990,intel_core_i7,0.42857142857142855,0.125,0.0,0.18803418803418803,windows,4.3
hp,HP Envy x360 Creator Intel Evo Core i5 12th Gen,82990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL Vostro Ryzen 3 Quad Core 5425U,36890,amd_ryzen_3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.3
lenovo,Lenovo IdeaPad Core i5 11th Gen,78990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
realme,realme Book(Slim) Intel Evo Core i5 11th Gen,59990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.4
hp,HP 14s Intel Core i5 12th Gen,61400,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.2
infinix,Infinix X1 Slim Series Core i5 10th Gen,37990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.2
hp,HP Pavilion Intel Core i5 12th Gen,77070,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.4
asus,ASUS Vivobook 14 (2022) Core i5 12th Gen,56990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
acer,acer Aspire 7 Ryzen 5 Hexa Core 5500U,56990,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.4
dell,DELL Inspiron Core i3 11th Gen,42490,intel_core_i3,0.14285714285714285,0.0625,0.5,0.1709401709401709,windows,4.2
acer,acer Predator Helios 300 Core i7 11th Gen,95990,intel_core_i7,0.42857142857142855,0.125,0.5,0.1709401709401709,windows,4.5
dell,DELL Inspiron Core i3 11th Gen,44290,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,3.1
hp,HP Pavilion Ryzen 5 Hexa Core 5625U,63550,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.4
msi,MSI Core i9 12th Gen,119990,intel_core_i9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.4
apple,APPLE MacBook Air M1,129990,apple_m1,0.42857142857142855,0.125,0.0,0.07264957264957272,mac,4.7
asus,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,161990,amd_ryzen_9,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,3.8
infinix,Infinix INBook X2 Plus Core i5 11th Gen,47990,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo Intel Core i3 11th Gen,38500,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL G15 Ryzen 5 Hexa Core 5600H,73990,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
apple,APPLE 2021 Macbook Pro M1 Max,307990,apple_m1,1.0,0.25,0.0,0.19658119658119655,mac,4.3
asus,ASUS Touchscreen Core i3 12th Gen,45990,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,3.9
lenovo,Lenovo Intel Core i5 11th Gen,52890,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo Celeron Dual Core,27990,intel_celeron,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.0
msi,MSI Core i5 11th Gen,62050,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.4
infinix,Infinix INBook X2 Plus Core i7 11th Gen,52990,intel_core_i7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Core i3 11th Gen,38699,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
dell,DELL Inspiron Core i3 11th Gen,44290,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,3.1
acer,acer Aspire 7 Core i5 12th Gen,57990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD R7,65990,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
lenovo,Lenovo IdeaPad 3 Core i5 11th Gen,52990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
msi,MSI Core i5 12th Gen,58490,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS Vivobook 14 (2022) Core i5 12th Gen,56990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.5
dell,DELL Inspiron Ryzen 3 Dual Core 3250U,41190,amd_ryzen_3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Core i5 12th Gen,56049,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
dell,DELL Core i5 12th Gen,57990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,3.9
hp,HP Victus Intel Core i7 12th Gen,85990,intel_core_i7,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad Core i5 11th Gen,55990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS VivoBook Flip 14 Core i3 11th Gen,44990,intel_core_i3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.4
dell,DELL Inspiron Pentium Silver,32000,intel_pentium,0.14285714285714285,0.0625,0.0,0.1709401709401709,windows,4.1
asus,ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen,89990,intel_core_i5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.0
lenovo,Lenovo Intel Core i3 11th Gen,38500,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
hp,HP Pavilion Intel Core i7 12th Gen,88900,intel_core_i7,0.42857142857142855,0.25,0.0,0.1709401709401709,windows,4.0
asus,ASUS Vivobook 15 Touch Core i3 11th Gen,41990,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo IdeaPad Gaming Ryzen 7 Octa Core 5800H,89990,amd_ryzen_7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.3
lenovo,Lenovo Intel Core i5 11th Gen,52890,intel_core_i5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
asus,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,44490,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.3
lenovo,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,47990,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.6
samsung,SAMSUNG Core i7 12th Gen,72990,intel_core_i7,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.2
lenovo,Lenovo IdeaPad 3 Core i3 11th Gen,38699,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
asus,ASUS VivoBook Flip 14 Core i3 11th Gen,44990,intel_core_i3,0.14285714285714285,0.0625,0.0,0.10256410256410253,windows,4.4
asus,ASUS TUF Gaming F15 Core i5 10th Gen,65990,intel_core_i5,0.14285714285714285,0.25,0.0,0.1709401709401709,windows,4.5
realme,realme Book(Slim) Intel Evo Core i5 11th Gen,59990,intel_core_i5,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.4
lenovo,Lenovo IdeaPad 3 Core i5 11th Gen,52990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5,56990,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.1709401709401709,windows,4.5
hp,HP G8 Core i3 11th Gen,34690,intel_core_i3,0.14285714285714285,0.125,0.0,0.10256410256410253,windows,4.0
apple,APPLE 2021 Macbook Pro M1 Pro,213894,apple_m1,0.42857142857142855,0.25,0.0,0.11111111111111105,mac,4.8
lenovo,Lenovo IdeaPad 3 Core i5 12th Gen,56049,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.2
asus,ASUS Vivobook 15 Core i3 10th Gen,35990,intel_core_i3,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.1
hp,HP Ryzen 5 Hexa Core 5500U,50499,amd_ryzen_5,0.42857142857142855,0.125,0.0,0.10256410256410253,windows,4.2
msi,MSI Core i7 12th Gen,170990,intel_core_i7,0.42857142857142855,0.25,0.0,0.2435897435897436,windows,4.3
lenovo,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039,amd_ryzen_5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.3
acer,acer Extensa Core i5 11th Gen,40990,intel_core_i5,0.14285714285714285,0.125,0.0,0.1709401709401709,windows,4.0
dell,DELL Core i5 12th Gen,78190,intel_core_i5,0.42857142857142855,0.125,0.0,0.07264957264957272,windows,4.5
